SummaryID,Morphable Type,Morphable ID,Required DataPoint,Summary (only for Google Sheets),Data Point (only for Google Sheets)
112,DataPoint,238,TRUE,Season - Season Goal - Season Audience Promise,Season - Season Theme
112,DataPoint,298,,Season - Season Goal - Season Audience Promise,Season - Escalating Tensions
112,DataPoint,299,,Season - Season Goal - Season Audience Promise,Season - Character Developments
112,DataPoint,300,,Season - Season Goal - Season Audience Promise,Season - Midpoint Turn
112,DataPoint,301,,Season - Season Goal - Season Audience Promise,Season - Turning Point
112,DataPoint,302,,Season - Season Goal - Season Audience Promise,Season - Season Climax
,,,,,
171,DataPoint,295,TRUE,Series - - - Setup,Season - The Season World Before
171,DataPoint,304,,Series - - - Setup,Season - The Season World After
172,DataPoint,297,TRUE,Series - - - Inciting Incident,Season - Season Inciting Incident
180,DataPoint,295,TRUE,Season - - - Setup,Season - The Season World Before
181,DataPoint,297,TRUE,Season - - - Inciting Incident,Season - Season Inciting Incident
182,DataPoint,298,TRUE,Season - - - Trials and Complications,Season - Escalating Tensions
182,DataPoint,299,,Season - - - Trials and Complications,Season - Character Developments
183,DataPoint,300,TRUE,Season - - - Midpoint Twist,Season - Midpoint Turn
184,DataPoint,301,TRUE,Season - - - Crisis Point,Season - Turning Point
185,DataPoint,302,TRUE,Season - - - Climax,Season - Season Climax
186,DataPoint,303,,Season - - - Resolution,Season - Character Resolutions
186,DataPoint,304,TRUE,Season - - - Resolution,Season - The Season World After
187,DataPoint,302,,Season - - - Hook,Season - Season Climax
187,DataPoint,298,TRUE,Season - - - Hook,Season - Escalating Tensions
188,DataPoint,302,TRUE,Season - Moment Card - Highlighted Moment,Season - Season Climax
,,,,,
8,DataPoint,89,TRUE,Story - Arc - Inciting Incident,Story - Inciting Incident
9,DataPoint,90,TRUE,Story - Arc - Trials and Complications,Story - Trials and Complications
9,DataPoint,96,,Story - Arc - Trials and Complications,Story - Key Discoveries and Reversals
9,DataPoint,97,,Story - Arc - Trials and Complications,Story - Mounting Obstacles and Challenges
10,DataPoint,91,TRUE,Story - Arc - Midpoint Twist,Story - Midpoint Twist
11,DataPoint,92,TRUE,Story - Arc - Crisis Point,Story - Crisis Point
11,DataPoint,13,,Story - Arc - Crisis Point,Story - Stakes
12,DataPoint,93,TRUE,Story - Arc - Climax,Story - Climax
12,DataPoint,35,,Story - Arc - Climax,Story - Protagonist's Choices
12,DataPoint,36,,Story - Arc - Climax,Story - Emotional Beats
13,DataPoint,94,TRUE,Story - Arc - Resolution,Story - Resolution
13,DataPoint,95,,Story - Arc - Resolution,Story - Transformation
14,DataPoint,86,,Story - Arc - Hook,Story - Premise
14,DataPoint,178,TRUE,Story - Arc - Hook,Story - Narrative Hook
,,,,,
147,DataPoint,265,TRUE,Target Audience - Audience Likes - Major Likes,Target Audience - Major Likes
149,DataPoint,259,TRUE,"Target Audience - Header, Target Audience Card - Target Audience Card Summary",Target Audience - Age Range
149,DataPoint,260,,"Target Audience - Header, Target Audience Card - Target Audience Card Summary",Target Audience - Gender Skew
149,DataPoint,261,,"Target Audience - Header, Target Audience Card - Target Audience Card Summary",Target Audience - Interests and Hobbies
149,DataPoint,262,,"Target Audience - Header, Target Audience Card - Target Audience Card Summary",Target Audience - Values and Beliefs
148,DataPoint,266,TRUE,Target Audience - Audience Dislikes - Major Dislikes,Target Audience - Major Dislikes
150,DataPoint,265,TRUE,Target Audience - - - Key Aspects of Appeal Item,Target Audience - Major Likes
150,DataPoint,263,,Target Audience - - - Key Aspects of Appeal Item,Target Audience - Favorite Stories
151,DataPoint,265,TRUE,Target Audience - - - Likes Item,Target Audience - Major Likes
152,DataPoint,266,TRUE,Target Audience - - - Dislikes Item,Target Audience - Major Dislikes
153,DataPoint,261,TRUE,Target Audience - - - Interests Positive,Target Audience - Interests and Hobbies
154,DataPoint,261,TRUE,Target Audience - - - Interests Negative,Target Audience - Interests and Hobbies
155,DataPoint,263,TRUE,Target Audience - - - Additional Insights Item,Target Audience - Favorite Stories
155,DataPoint,264,,Target Audience - - - Additional Insights Item,Target Audience - Content Preferences
156,DataPoint,265,,Target Audience - Reaction - Recommendation Quote,Target Audience - Major Likes
156,DataPoint,266,,Target Audience - Reaction - Recommendation Quote,Target Audience - Major Dislikes
157,DataPoint,261,,Target Audience - Reaction - Emotional,Target Audience - Interests and Hobbies
157,DataPoint,262,TRUE,Target Audience - Reaction - Emotional,Target Audience - Values and Beliefs
157,DataPoint,265,,Target Audience - Reaction - Emotional,Target Audience - Major Likes
158,DataPoint,262,TRUE,Target Audience - Reaction - Intellectual,Target Audience - Values and Beliefs
158,DataPoint,265,,Target Audience - Reaction - Intellectual,Target Audience - Major Likes
,,,,,
117,DataPoint,59,,Sequence - Arc Summary - Arc Summary,Sequence - Central Conflict
117,DataPoint,62,,Sequence - Arc Summary - Arc Summary,Sequence - Obstructing Forces
117,DataPoint,63,TRUE,Sequence - Arc Summary - Arc Summary,Sequence - Protagonist's Goal
117,DataPoint,66,,Sequence - Arc Summary - Arc Summary,Sequence - Impact on Characters
117,DataPoint,67,,Sequence - Arc Summary - Arc Summary,Sequence - Impact on Plot
117,DataPoint,68,,Sequence - Arc Summary - Arc Summary,Sequence - Impact on the World
118,DataPoint,63,TRUE,Sequence -  - Goal,Sequence - Protagonist's Goal
119,DataPoint,62,TRUE,Sequence -  - Obstacle,Sequence - Obstructing Forces
120,DataPoint,63,,Sequence -  - Major Choice,Sequence - Protagonist's Goal
120,DataPoint,65,TRUE,Sequence -  - Major Choice,Sequence - Raising the Stakes
121,DataPoint,71,TRUE,Sequence -  - Favorite Moment,Sequence - Emotional Catharsis
122,DataPoint,67,TRUE,Sequence -  - Plot Impact,Sequence - Impact on Plot
123,DataPoint,66,TRUE,Sequence -  - Character Impact,Sequence - Impact on Characters
124,DataPoint,59,,Sequence -  - Audience Learns,Sequence - Central Conflict
124,DataPoint,62,,Sequence -  - Audience Learns,Sequence - Obstructing Forces
124,DataPoint,63,,Sequence -  - Audience Learns,Sequence - Protagonist's Goal
124,DataPoint,64,TRUE,Sequence -  - Audience Learns,Sequence - Protagonist's Motivation
124,DataPoint,65,,Sequence -  - Audience Learns,Sequence - Raising the Stakes
124,DataPoint,68,,Sequence -  - Audience Learns,Sequence - Impact on the World
126,DataPoint,241,,Series - Series Goal - Series Goal Summary,Season - Season Number
126,DataPoint,242,,Series - Series Goal - Series Goal Summary,Season - Season Title
126,DataPoint,295,,Series - Series Goal - Series Goal Summary,Season - The Season World Before
126,DataPoint,238,TRUE,Series - Series Goal - Series Goal Summary,Season - Season Theme
126,DataPoint,296,,Series - Series Goal - Series Goal Summary,Season - Season Setup
126,DataPoint,297,,Series - Series Goal - Series Goal Summary,Season - Season Inciting Incident
127,DataPoint,295,,Series - Series Goal - Series Audience Promise,Season - The Season World Before
127,DataPoint,238,,Series - Series Goal - Series Audience Promise,Season - Season Theme
127,DataPoint,298,,Series - Series Goal - Series Audience Promise,Season - Escalating Tensions
127,DataPoint,299,,Series - Series Goal - Series Audience Promise,Season - Character Developments
127,DataPoint,300,,Series - Series Goal - Series Audience Promise,Season - Midpoint Turn
127,DataPoint,301,,Series - Series Goal - Series Audience Promise,Season - Turning Point
127,DataPoint,302,TRUE,Series - Series Goal - Series Audience Promise,Season - Season Climax
,,,,,
130,DataPoint,272,TRUE,Settings - - - Key Locations Item,Settings - Key Locations & Significance
131,DataPoint,272,TRUE,Settings - - - Key Locations Item - Significance,Settings - Key Locations & Significance
131,DataPoint,273,,Settings - - - Key Locations Item - Significance,Settings - Key Historical Event & Significance
132,DataPoint,269,TRUE,Settings - Details - Time,Settings - Time Period
133,DataPoint,270,TRUE,Settings - Details - Language,Settings - Languages
134,DataPoint,247,,Settings - Details - Geography,Settings - Setting Type
134,DataPoint,269,,Settings - Details - Geography,Settings - Time Period
134,DataPoint,272,,Settings - Details - Geography,Settings - Key Locations & Significance
134,DataPoint,277,TRUE,Settings - Details - Geography,Settings - The Sights
135,DataPoint,275,TRUE,Settings - Society - Cultural Norms,Settings - Cultural Norms & Significance
136,DataPoint,275,TRUE,Settings - Society - Cultural Norms - Significance,Settings - Cultural Norms & Significance
137,DataPoint,276,TRUE,Settings - Society - Social Dynamics,Settings - Social Dynamics & Significance
138,DataPoint,276,TRUE,Settings - Society - Social Dynamics - Significance,Settings - Social Dynamics & Significance
139,DataPoint,273,TRUE,Settings - - - Key Historical Event,Settings - Key Historical Event & Significance
140,DataPoint,273,TRUE,Settings - - - Key Historical Event - Significance,Settings - Key Historical Event & Significance
141,DataPoint,233,,Settings - Sensory - Visual,Setting - Setting Atmosphere
141,DataPoint,246,,Settings - Sensory - Visual,Settings - Setting Name
141,DataPoint,247,,Settings - Sensory - Visual,Settings - Setting Type
141,DataPoint,272,,Settings - Sensory - Visual,Settings - Key Locations & Significance
141,DataPoint,277,TRUE,Settings - Sensory - Visual,Settings - The Sights
142,DataPoint,233,,Settings - Sensory - Sounds,Setting - Setting Atmosphere
142,DataPoint,278,TRUE,Settings - Sensory - Sounds,Settings - The Sounds
143,DataPoint,233,,Settings - Sensory - Smells,Setting - Setting Atmosphere
143,DataPoint,279,TRUE,Settings - Sensory - Smells,Settings - The Smells
,,,,,
161,DataPoint,308,TRUE,Theme -  - Character Embodiments Item,Theme - Character Embodiment
162,DataPoint,309,TRUE,Theme -  - Key Moments Item,Theme - Key Thematic Scene
163,DataPoint,310,,Theme -  - Thematic Progression & Conflict Item,Theme - Evolving Theme
163,DataPoint,311,TRUE,Theme -  - Thematic Progression & Conflict Item,Theme - Thematic Tension
164,DataPoint,312,TRUE,Theme -  - Symbols & Motifs Item,Theme - Symbolic Motif
165,DataPoint,314,TRUE,Theme -  - Fictional Item,Theme - Literary Tradition
166,DataPoint,313,TRUE,Theme -  - Historical Item,Theme - Historical Parallel
173,DataPoint,286,,Series - - - Trials and Complications,Series - Key Conflicts
173,DataPoint,289,TRUE,Series - - - Trials and Complications,Series - Game-Changing Twists
173,DataPoint,290,,Series - - - Trials and Complications,Series - Raising the Stakes
173,DataPoint,291,,Series - - - Trials and Complications,Series - Darkest Hour
174,DataPoint,289,TRUE,Series - - - Midpoint Twist,Series - Game-Changing Twists
175,DataPoint,290,,Series - - - Crisis Point,Series - Raising the Stakes
175,DataPoint,291,TRUE,Series - - - Crisis Point,Series - Darkest Hour
176,DataPoint,292,TRUE,Series - - - Climax,Series - Climactic Confrontation
177,DataPoint,293,TRUE,Series - - - Resolution,Series - Resolution
178,DataPoint,286,TRUE,Series - - - Hook,Series - Key Conflicts
179,DataPoint,289,TRUE,Series - Moment Card - Highlighted Moment,Series - Game-Changing Twists
232,DataPoint,310,TRUE,,Theme - Evolving Theme
305,DataPoint,307,,,Theme - Thematic Argument
305,DataPoint,311,,,Theme - Thematic Tension
305,DataPoint,312,,,Theme - Symbolic Motif
306,DataPoint,311,TRUE,,Theme - Thematic Tension
307,DataPoint,308,,,Theme - Character Embodiment
307,DataPoint,309,,,Theme - Key Thematic Scene
307,DataPoint,310,,,Theme - Evolving Theme
308,DataPoint,312,TRUE,,Theme - Symbolic Motif
309,DataPoint,311,TRUE,,Theme - Thematic Tension
310,DataPoint,312,,,Theme - Symbolic Motif
310,DataPoint,316,TRUE,,Theme - Contemporary Relevance
311,DataPoint,308,,,Theme - Character Embodiment
311,DataPoint,312,TRUE,,Theme - Symbolic Motif
312,DataPoint,308,,,Theme - Character Embodiment
312,DataPoint,309,,,Theme - Key Thematic Scene
312,DataPoint,311,,,Theme - Thematic Tension
313,DataPoint,316,TRUE,,Theme - Contemporary Relevance
314,DataPoint,312,,,Theme - Symbolic Motif
314,DataPoint,316,TRUE,,Theme - Contemporary Relevance
315,DataPoint,316,TRUE,,Theme - Contemporary Relevance
316,DataPoint,312,,,Theme - Symbolic Motif
316,DataPoint,313,,,Theme - Historical Parallel
,,,,,
145,DataPoint,23,,"Story (aka episode, novel) - Story Goal - Story Goal Summary",Story - Emotional Impact
145,DataPoint,24,,"Story (aka episode, novel) - Story Goal - Story Goal Summary",Story - Intellectual Impact
145,DataPoint,25,TRUE,"Story (aka episode, novel) - Story Goal - Story Goal Summary",Story - Thematic Resonance
146,DataPoint,23,,"Story (aka episode, novel) - Story Goal - Story Audience Promise",Story - Emotional Impact
146,DataPoint,24,,"Story (aka episode, novel) - Story Goal - Story Audience Promise",Story - Intellectual Impact
146,DataPoint,25,TRUE,"Story (aka episode, novel) - Story Goal - Story Audience Promise",Story - Thematic Resonance
